ООО ЛП Тс015537-26 25.01.2026 Исаков 1911кг.pdf
('SU000722кг', ['3,00', '33.315'], '32,085')
('SU002829кг', ['10,00', '112.120'], '107,720')
('SU002815шт', ['7,00', '32.830'], '70,000')
('SU002830кг', ['6,00', '67.518'], '65,058')
('SU002816шт', ['7,00', '32.830'], '70,000')
('SU001523кг', ['8,00', '47.143'], '43,959')
('SU001721кг', ['25,00', '214.050'], '202,000')
('SU001720шт', ['5,00', '14.650'], '30,000')
('SU002847кг', ['6,00', '27.258'], '25,902')
('SU002941кг', ['12,00', '68.084'], '65,084')
('SU002943кг', ['4,00', '23.116'], '22,116')
('SU002945кг', ['12,00', '67.194'], '64,410')
('SU002947кг', ['13,00', '73.124'], '69,874')
('SU002843кг', ['4,00', '34.729'], '32,801')
('SU002845кг', ['4,00', '33.972'], '32,044')
('SU002842шт', ['3,00', '7.890'], '18,000')
('SU002618шт', ['5,00', '13.150'], '30,000')
('SU001820кг', ['8,00', '35.426'], '33,618')
('SU000227кг', ['8,00', '68.407'], '64,551')
('SU003167шт', ['5,00', '11.590'], '30,000')
('SU003168шт', ['2,00', '4.636'], '12,000')
('SU003420кг', ['7,00', '107.884'], '104,594')
('SU000126кг', ['10,00', '153.801'], '149,101')
('SU003425кг', ['5,00', '62.400'], '60,350')
('SU002614кг', ['6,00', '33.796'], '32,296')
('SU002613кг', ['5,00', '27.866'], '26,616')
('SU002612кг', ['6,00', '34.295'], '32,795')
('SU002011кг', ['8,00', '45.248'], '42,576')
('SU002634кг', ['30,00', '163.120'], '153,520')
('SU002010кг', ['29,00', '162.160'], '152,880')
('SU002035кг', ['14,00', '78.869'], '74,277')
('SU002151кг', ['12,00', '67.341'], '63,141')
('SU002808кг', ['4,00', '49.765'], '48,165')

ООО КСК ТРЕЙД Тс015669-26 25.01.2026 Исаков 15678кг.pdf
('SU000722кг', ['5,00', '55.976'], '53,926')
('SU001485шт', ['35,00', '146.650'], '350,000')
('SU002829кг', ['24,00', '267.224'], '257,384')
('SU002815шт', ['50,00', '234.500'], '500,000')
('SU002828кг', ['26,00', '290.550'], '279,890')
('SU002814шт', ['42,00', '120.540'], '252,000')
('SU002835кг', ['7,00', '57.246'], '53,872')
('SU002830кг', ['10,00', '114.722'], '110,622')
('SU002816шт', ['70,00', '328.300'], '700,000')
('SU001523кг', ['59,00', '506.846'], '478,408')
('SU001718шт', ['109,00', '319.370'], '654,000')
('SU002928кг', ['4,00', '44.665'], '43,025')
('SU002734шт', ['50,00', '234.500'], '500,000')
('SU001721кг', ['6,00', '51.403'], '48,511')
('SU001721кг', ['32,00', '278.538'], '263,114')
('SU001720шт', ['109,00', '319.370'], '654,000')
('SU003336шт', ['5,00', '10.210'], '30,000')
('SU002367шт', ['9,00', '20.214'], '54,000')
('SU002985шт', ['22,00', '67.232'], '176,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU004041кг', ['10,00', '44.910'], '42,590')
('SU004044кг', ['17,00', '76.909'], '72,965')
('SU004047кг', ['10,00', '46.150'], '43,830')
('SU002876кг', ['8,00', '36.392'], '34,584')
('SU002847кг', ['10,00', '45.834'], '43,574')
('SU004026шт', ['15,00', '16.350'], '150,000')
('SU002660шт', ['42,00', '93.912'], '252,000')
('SU002877шт', ['37,00', '82.732'], '222,000')
('SU003178шт', ['10,00', '10.400'], '100,000')
('SU002848шт', ['50,00', '111.800'], '300,000')
('SU003895шт', ['6,00', '8.640'], '108,000')
('SU003893шт', ['6,00', '8.640'], '108,000')
('SU003894шт', ['9,00', '12.960'], '162,000')
('SU003896шт', ['6,00', '8.640'], '108,000')
('SU002941кг', ['15,00', '84.851'], '81,101')
('SU002943кг', ['8,00', '46.385'], '44,385')
('SU002945кг', ['76,00', '425.909'], '408,277')
('SU002947кг', ['10,00', '56.503'], '54,003')
('SU002944шт', ['47,00', '90.992'], '282,000')
('SU002942шт', ['20,00', '38.720'], '120,000')
('SU002946шт', ['50,00', '96.800'], '300,000')
('SU002948шт', ['34,00', '66.028'], '204,000')
('SU002725кг', ['15,00', '136.982'], '129,752')
('SU002842шт', ['67,00', '176.210'], '402,000')
('SU002618шт', ['100,00', '263.000'], '600,000')
('SU002686шт', ['34,00', '89.420'], '204,000')
('SU002844шт', ['42,00', '110.964'], '252,000')
('SU002759шт', ['9,00', '23.670'], '54,000')
('SU002758шт', ['9,00', '23.670'], '54,000')
('SU003273кг', ['3,00', '35.916'], '34,686')
('SU003271кг', ['5,00', '59.802'], '57,752')
('SU003274шт', ['5,00', '20.950'], '50,000')
('SU003272шт', ['5,00', '20.950'], '50,000')
('SU003921шт', ['4,00', '7.920'], '60,000')
('SU003920шт', ['4,00', '7.920'], '60,000')
('SU002801шт', ['37,00', '95.312'], '222,000')
('SU002799шт', ['59,00', '154.816'], '354,000')
('SU002617шт', ['59,00', '131.924'], '354,000')
('SU002252шт', ['14,00', '28.252'], '84,000')
('SU001051кг', ['3,00', '27.681'], '26,235')
('SU000227кг', ['26,00', '220.228'], '207,696')
('SU001430кг', ['35,00', '320.236'], '303,366')
('SU003167шт', ['69,00', '160.356'], '414,000')
('SU003167шт', ['198,00', '458.964'], '1_188,000')
('SU003168шт', ['167,00', '387.106'], '1_002,000')
('SU003422кг', ['161,00', '2.486.609'], '2_410,939')
('SU003423кг', ['95,00', '1.467.195'], '1_422,545')
('SU003420кг', ['81,00', '1.246.385'], '1_208,315')
('SU000251кг', ['14,00', '216.384'], '209,804')
('SU000126кг', ['101,00', '1.560.554'], '1_513,084')
('SU002287кг', ['5,00', '47.213'], '44,803')
('SU003425кг', ['6,00', '74.570'], '72,110')
('SU002602шт', ['7,00', '15.652'], '42,000')
('SU002606шт', ['9,00', '20.124'], '54,000')
('SU003342шт', ['17,00', '24.310'], '102,000')
('SU002011кг', ['14,00', '79.441'], '74,541')
('SU002634кг', ['11,00', '59.882'], '56,252')
('SU002010кг', ['21,00', '118.595'], '111,245')
('SU002632шт', ['13,00', '64.870'], '104,000')
('SU002631шт', ['15,00', '74.850'], '120,000')
('SU002035кг', ['19,00', '106.778'], '100,128')
('SU002150кг', ['6,00', '33.546'], '31,446')
('SU002158кг', ['16,00', '90.134'], '84,534')
('SU002151кг', ['6,00', '33.671'], '31,571')
('SU002916шт', ['5,00', '24.950'], '40,000')
('SU002919шт', ['4,00', '19.960'], '32,000')
('SU002918шт', ['13,00', '65.494'], '104,000')
('SU002655кг', ['56,00', '536.363'], '509,371')

