ООО КСК ТРЕЙД Тс171972-25 26.08.2025 Гулаков 17180кг.pdf
('SU000722кг', ['10,00', '113.235'], '108,885')
('SU001485шт', ['65,00', '273.650'], '650,000')
('SU002829кг', ['25,00', '277.599'], '266,724')
('SU002815шт', ['110,00', '518.100'], '1_100,000')
('SU002828кг', ['7,00', '78.038'], '74,993')
('SU002814шт', ['47,00', '135.360'], '282,000')
('SU002835кг', ['4,00', '34.506'], '32,094')
('SU002830кг', ['13,00', '146.306'], '140,651')
('SU002830кг', ['8,00', '91.199'], '87,719')
('SU002816шт', ['77,00', '362.670'], '770,000')
('SU002816шт', ['3,00', '14.130'], '30,000')
('SU001523кг', ['38,00', '331.750'], '312,484')
('SU001718шт', ['217,00', '637.980'], '1_302,000')
('SU002734шт', ['120,00', '565.200'], '1_200,000')
('SU001721кг', ['67,00', '586.935'], '552,966')
('SU001720шт', ['167,00', '490.980'], '1_002,000')
('SU003336шт', ['17,00', '34.884'], '102,000')
('SU002367шт', ['10,00', '22.560'], '60,000')
('SU002983шт', ['19,00', '64.600'], '152,000')
('SU002985шт', ['15,00', '45.840'], '120,000')
('SU002756кг', ['48,00', '216.663'], '204,567')
('SU002876кг', ['8,00', '36.760'], '34,744')
('SU002847кг', ['33,00', '149.922'], '141,606')
('SU002660шт', ['42,00', '93.912'], '252,000')
('SU002877шт', ['50,00', '111.800'], '300,000')
('SU002848шт', ['100,00', '223.600'], '600,000')
('SU003895шт', ['9,00', '12.960'], '162,000')
('SU003893шт', ['12,00', '17.280'], '216,000')
('SU003894шт', ['12,00', '17.280'], '216,000')
('SU003896шт', ['12,00', '17.280'], '216,000')
('SU002941кг', ['28,00', '160.959'], '153,399')
('SU002943кг', ['10,00', '56.337'], '53,637')
('SU002945кг', ['28,00', '157.674'], '150,618')
('SU002947кг', ['13,00', '73.978'], '70,468')
('SU002944шт', ['50,00', '96.800'], '300,000')
('SU002942шт', ['29,00', '56.144'], '174,000')
('SU002946шт', ['37,00', '71.632'], '222,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['12,00', '115.456'], '109,372')
('SU002842шт', ['142,00', '376.584'], '852,000')
('SU002618шт', ['134,00', '350.460'], '804,000')
('SU002686шт', ['67,00', '176.880'], '402,000')
('SU002844шт', ['117,00', '308.880'], '702,000')
('SU002759шт', ['12,00', '31.194'], '72,000')
('SU002758шт', ['14,00', '36.204'], '84,000')
('SU003273кг', ['2,00', '23.784'], '22,914')
('SU003271кг', ['9,00', '107.791'], '103,876')
('SU003274шт', ['5,00', '21.050'], '50,000')
('SU003272шт', ['10,00', '42.100'], '100,000')
('SU003921шт', ['10,00', '19.800'], '150,000')
('SU003920шт', ['3,00', '5.940'], '45,000')
('SU003925шт', ['4,00', '4.464'], '72,000')
('SU002801шт', ['42,00', '109.044'], '252,000')
('SU002799шт', ['100,00', '263.400'], '600,000')
('SU002617шт', ['50,00', '111.800'], '300,000')
('SU002252шт', ['12,00', '24.336'], '72,000')
('SU001051кг', ['5,00', '43.120'], '40,585')
('SU000227кг', ['52,00', '433.460'], '407,096')
('SU001430кг', ['3,00', '25.973'], '24,452')
('SU003167шт', ['334,00', '779.556'], '2_004,000')
('SU003168шт', ['167,00', '390.780'], '1_002,000')
('SU003422кг', ['115,00', '1.773.115'], '1_717,915')
('SU003423кг', ['18,00', '278.425'], '269,785')
('SU003423кг', ['49,00', '759.176'], '735,656')
('SU000251кг', ['27,00', '416.462'], '403,502')
('SU003420кг', ['67,00', '1.036.246'], '1_004,086')
('SU003421шт', ['2,00', '10.420'], '20,000')
('SU000126кг', ['67,00', '1.038.316'], '1_006,156')
('SU003425кг', ['4,00', '49.983'], '48,243')
('SU002074кг', ['3,00', '27.924'], '26,403')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002602шт', ['9,00', '20.124'], '54,000')
('SU002606шт', ['17,00', '38.012'], '102,000')
('SU002604шт', ['4,00', '8.968'], '24,000')
('SU003342шт', ['17,00', '24.480'], '102,000')
('SU002011кг', ['14,00', '78.192'], '73,152')
('SU002634кг', ['24,00', '131.464'], '122,824')
('SU002010кг', ['25,00', '141.527'], '132,527')
('SU002632шт', ['25,00', '125.250'], '200,000')
('SU002631шт', ['27,00', '136.080'], '216,000')
('SU002035кг', ['27,00', '153.069'], '143,349')
('SU002150кг', ['8,00', '44.913'], '42,033')
('SU002158кг', ['8,00', '44.930'], '42,050')
('SU002151кг', ['19,00', '106.890'], '100,050')
('SU002916шт', ['12,00', '60.120'], '96,000')
('SU002919шт', ['5,00', '25.050'], '40,000')
('SU002918шт', ['15,00', '75.150'], '120,000')
('SU002655кг', ['136,00', '1.279.747'], '1_210,795')
('SU002970кг', ['2,00', '18.793'], '17,779')

