ООО КСК ТРЕЙД Тс138656-25 08.07.2025 Кива 17630кг.pdf
('SU000722кг', ['10,00', '112.957'], '108,607')
('SU001485шт', ['90,00', '378.900'], '900,000')
('SU002829кг', ['10,00', '112.919'], '108,569')
('SU002815шт', ['120,00', '565.200'], '1_200,000')
('SU002828кг', ['8,00', '90.258'], '86,778')
('SU002814шт', ['59,00', '169.920'], '354,000')
('SU002830кг', ['10,00', '113.838'], '109,488')
('SU002816шт', ['110,00', '518.100'], '1_100,000')
('SU001523кг', ['25,00', '217.733'], '205,058')
('SU001718шт', ['167,00', '490.980'], '1_002,000')
('SU002928кг', ['14,00', '157.245'], '151,155')
('SU002734шт', ['100,00', '471.000'], '1_000,000')
('SU001721кг', ['67,00', '587.295'], '553,326')
('SU001720шт', ['200,00', '590.400'], '1_200,000')
('SU003336шт', ['14,00', '28.728'], '84,000')
('SU002367шт', ['17,00', '38.352'], '102,000')
('SU002985шт', ['15,00', '45.840'], '120,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU002756кг', ['17,00', '77.805'], '73,521')
('SU002876кг', ['8,00', '36.698'], '34,682')
('SU002847кг', ['36,00', '162.115'], '153,043')
('SU002660шт', ['50,00', '111.800'], '300,000')
('SU002877шт', ['42,00', '93.912'], '252,000')
('SU002848шт', ['100,00', '223.600'], '600,000')
('SU003893шт', ['3,00', '4.320'], '54,000')
('SU003894шт', ['3,00', '4.320'], '54,000')
('SU003896шт', ['3,00', '4.320'], '54,000')
('SU002941кг', ['51,00', '295.943'], '282,173')
('SU002943кг', ['10,00', '57.680'], '54,980')
('SU002945кг', ['19,00', '109.787'], '104,999')
('SU002947кг', ['10,00', '57.964'], '55,264')
('SU002944шт', ['59,00', '114.224'], '354,000')
('SU002942шт', ['27,00', '52.272'], '162,000')
('SU002946шт', ['37,00', '71.632'], '222,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['34,00', '324.922'], '307,684')
('SU002842шт', ['125,00', '331.500'], '750,000')
('SU002618шт', ['150,00', '396.000'], '900,000')
('SU002686шт', ['50,00', '132.000'], '300,000')
('SU002844шт', ['125,00', '330.000'], '750,000')
('SU002759шт', ['14,00', '36.960'], '84,000')
('SU002758шт', ['15,00', '38.790'], '90,000')
('SU003273кг', ['2,00', '24.434'], '23,564')
('SU003271кг', ['19,00', '226.985'], '218,720')
('SU003274шт', ['12,00', '50.520'], '120,000')
('SU003272шт', ['15,00', '63.150'], '150,000')
('SU003920шт', ['1,00', '1.980'], '15,000')
('SU002801шт', ['50,00', '132.000'], '300,000')
('SU002799шт', ['100,00', '263.400'], '600,000')
('SU002617шт', ['34,00', '76.024'], '204,000')
('SU002252шт', ['17,00', '34.476'], '102,000')
('SU001051кг', ['5,00', '46.098'], '43,563')
('SU000227кг', ['25,00', '218.675'], '206,000')
('SU001430кг', ['5,00', '46.053'], '43,518')
('SU002092шт', ['14,00', '39.340'], '210,000')
('SU001869шт', ['34,00', '95.540'], '510,000')
('SU003167шт', ['367,00', '856.578'], '2_202,000')
('SU003168шт', ['167,00', '383.526'], '1_002,000')
('SU003422кг', ['101,00', '1.557.080'], '1_508,600')
('SU003423кг', ['60,00', '927.773'], '898,973')
('SU003420кг', ['80,00', '1.236.340'], '1_197,940')
('SU000251кг', ['24,00', '373.105'], '361,585')
('SU000126кг', ['108,00', '1.669.973'], '1_618,133')
('SU002027шт', ['2,00', '8.420'], '20,000')
('SU000246кг', ['4,00', '36.710'], '34,682')
('SU002287кг', ['7,00', '67.953'], '64,404')
('SU003425кг', ['2,00', '25.319'], '24,449')
('SU003425кг', ['3,00', '37.286'], '35,981')
('SU002074кг', ['3,00', '27.903'], '26,382')
('SU002614кг', ['1,00', '5.802'], '5,532')
('SU002538шт', ['34,00', '76.432'], '204,000')
('SU002602шт', ['5,00', '11.180'], '30,000')
('SU002606шт', ['25,00', '55.900'], '150,000')
('SU002604шт', ['9,00', '20.178'], '54,000')
('SU003342шт', ['17,00', '24.480'], '102,000')
('SU002011кг', ['19,00', '107.665'], '100,825')
('SU002634кг', ['11,00', '60.785'], '56,825')
('SU002010кг', ['31,00', '175.239'], '164,079')
('SU002632шт', ['22,00', '110.220'], '176,000')
('SU002631шт', ['29,00', '146.160'], '232,000')
('SU002035кг', ['18,00', '100.878'], '94,398')
('SU002035кг', ['5,00', '28.519'], '26,719')
('SU002150кг', ['8,00', '45.090'], '42,210')
('SU002158кг', ['10,00', '56.378'], '52,778')
('SU002151кг', ['19,00', '107.194'], '100,354')
('SU002919шт', ['4,00', '20.040'], '32,000')
('SU002918шт', ['18,00', '108.180'], '144,000')
('SU002808кг', ['2,00', '25.097'], '24,227')
('SU002655кг', ['105,00', '961.211'], '907,976')
('SU002970кг', ['2,00', '19.214'], '18,200')

