ООО КСК ТРЕЙД Тс230953-25 17.11.2025 Моисеев 17733кг.pdf
('SU000722кг', ['5,00', '56.416'], '54,366')
('SU001485шт', ['35,00', '146.650'], '350,000')
('SU002829кг', ['10,00', '113.158'], '109,058')
('SU002815шт', ['60,00', '281.400'], '600,000')
('SU002828кг', ['15,00', '167.991'], '161,841')
('SU002814шт', ['17,00', '48.790'], '102,000')
('SU002835кг', ['4,00', '34.456'], '32,144')
('SU002830кг', ['23,00', '261.274'], '251,844')
('SU002816шт', ['50,00', '234.500'], '500,000')
('SU001523кг', ['19,00', '163.762'], '154,604')
('SU001718шт', ['184,00', '539.120'], '1_104,000')
('SU002928кг', ['3,00', '33.631'], '32,401')
('SU002734шт', ['130,00', '609.700'], '1_300,000')
('SU001721кг', ['38,00', '327.845'], '309,529')
('SU001720шт', ['117,00', '342.810'], '702,000')
('SU003336шт', ['15,00', '30.630'], '90,000')
('SU002367шт', ['9,00', '20.214'], '54,000')
('SU002983шт', ['24,00', '81.600'], '192,000')
('SU002985шт', ['15,00', '45.840'], '120,000')
('SU002984шт', ['34,00', '98.464'], '272,000')
('SU002756кг', ['15,00', '68.301'], '64,911')
('SU002876кг', ['10,00', '45.659'], '43,399')
('SU002847кг', ['35,00', '159.151'], '151,241')
('SU002660шт', ['20,00', '44.720'], '120,000')
('SU002877шт', ['50,00', '111.800'], '300,000')
('SU002848шт', ['84,00', '187.824'], '504,000')
('SU003894шт', ['5,00', '7.200'], '90,000')
('SU002941кг', ['20,00', '111.382'], '106,382')
('SU002943кг', ['12,00', '67.595'], '64,595')
('SU002945кг', ['103,00', '580.083'], '556,187')
('SU002947кг', ['13,00', '73.442'], '70,192')
('SU002944шт', ['50,00', '96.800'], '300,000')
('SU002942шт', ['17,00', '32.912'], '102,000')
('SU002946шт', ['34,00', '65.824'], '204,000')
('SU002948шт', ['24,00', '46.608'], '144,000')
('SU002725кг', ['12,00', '109.864'], '104,080')
('SU002842шт', ['100,00', '264.200'], '600,000')
('SU002618шт', ['84,00', '221.424'], '504,000')
('SU002686шт', ['24,00', '63.120'], '144,000')
('SU002844шт', ['84,00', '221.928'], '504,000')
('SU002759шт', ['17,00', '44.710'], '102,000')
('SU002758шт', ['9,00', '23.670'], '54,000')
('SU003273кг', ['3,00', '35.886'], '34,656')
('SU003271кг', ['2,00', '23.925'], '23,105')
('SU003274шт', ['18,00', '75.420'], '180,000')
('SU003272шт', ['11,00', '46.090'], '110,000')
('SU003921шт', ['5,00', '9.900'], '75,000')
('SU003920шт', ['3,00', '5.940'], '45,000')
('SU003925шт', ['7,00', '7.812'], '126,000')
('SU002801шт', ['17,00', '44.710'], '102,000')
('SU002799шт', ['50,00', '131.200'], '300,000')
('SU002617шт', ['84,00', '187.824'], '504,000')
('SU002252шт', ['10,00', '20.180'], '60,000')
('SU000227кг', ['38,00', '321.244'], '302,928')
('SU001430кг', ['24,00', '218.742'], '207,174')
('SU003167шт', ['634,00', '1.473.416'], '3_804,000')
('SU003168шт', ['134,00', '310.612'], '804,000')
('SU003422кг', ['94,00', '1.458.119'], '1_413,939')
('SU003423кг', ['68,00', '1.046.384'], '1_014,424')
('SU003420кг', ['167,00', '2.585.252'], '2_506,762')
('SU000251кг', ['20,00', '314.678'], '305,278')
('SU003421шт', ['2,00', '10.380'], '20,000')
('SU000126кг', ['99,00', '1.546.872'], '1_500,342')
('SU000246кг', ['3,00', '30.318'], '28,584')
('SU002287кг', ['4,00', '37.014'], '35,086')
('SU002602шт', ['17,00', '38.012'], '102,000')
('SU002606шт', ['50,00', '111.800'], '300,000')
('SU003342шт', ['17,00', '24.310'], '102,000')
('SU002011кг', ['12,00', '67.357'], '63,157')
('SU002634кг', ['30,00', '163.591'], '153,091')
('SU002010кг', ['25,00', '140.793'], '132,043')
('SU002632шт', ['19,00', '94.810'], '152,000')
('SU002631шт', ['50,00', '249.500'], '400,000')
('SU002035кг', ['25,00', '140.093'], '131,343')
('SU002158кг', ['10,00', '56.238'], '52,378')
('SU002151кг', ['8,00', '44.975'], '42,175')
('SU002916шт', ['4,00', '19.960'], '32,000')
('SU002919шт', ['3,00', '14.970'], '24,000')
('SU002918шт', ['24,00', '119.760'], '192,000')
('SU002655кг', ['125,00', '1.174.442'], '1_114,192')

