ООО КСК ТРЕЙД Тс255459-25 25.12.2025 Муждабаев 17808кг.pdf
('SU002829кг', ['39,00', '433.454'], '417,464')
('SU002815шт', ['120,00', '562.800'], '1_200,000')
('SU002828кг', ['33,00', '372.371'], '358,841')
('SU002814шт', ['84,00', '241.080'], '504,000')
('SU002835кг', ['15,00', '123.904'], '116,674')
('SU002816шт', ['40,00', '187.600'], '400,000')
('SU001523кг', ['13,00', '112.744'], '106,478')
('SU001718шт', ['117,00', '342.810'], '702,000')
('SU002734шт', ['20,00', '93.800'], '200,000')
('SU001721кг', ['14,00', '124.407'], '117,659')
('SU001721кг', ['47,00', '405.130'], '382,476')
('SU001720шт', ['184,00', '539.120'], '1_104,000')
('SU002367шт', ['20,00', '44.824'], '120,000')
('SU002983шт', ['13,00', '44.200'], '104,000')
('SU002984шт', ['19,00', '55.024'], '152,000')
('SU002756кг', ['15,00', '68.117'], '64,727')
('SU002876кг', ['5,00', '22.590'], '21,460')
('SU002847кг', ['35,00', '159.111'], '151,201')
('SU002660шт', ['17,00', '38.012'], '102,000')
('SU002877шт', ['25,00', '55.900'], '150,000')
('SU002848шт', ['50,00', '111.800'], '300,000')
('SU003895шт', ['9,00', '12.960'], '162,000')
('SU003893шт', ['6,00', '8.640'], '108,000')
('SU003894шт', ['14,00', '20.160'], '252,000')
('SU002941кг', ['38,00', '216.145'], '206,645')
('SU002943кг', ['10,00', '55.947'], '53,447')
('SU002945кг', ['19,00', '106.029'], '101,621')
('SU002947кг', ['15,00', '85.529'], '81,779')
('SU002944шт', ['59,00', '114.224'], '354,000')
('SU002942шт', ['30,00', '58.080'], '180,000')
('SU002946шт', ['42,00', '81.312'], '252,000')
('SU002948шт', ['30,00', '58.260'], '180,000')
('SU002725кг', ['19,00', '171.052'], '161,894')
('SU002842шт', ['67,00', '176.210'], '402,000')
('SU002618шт', ['17,00', '44.710'], '102,000')
('SU002686шт', ['17,00', '44.710'], '102,000')
('SU002844шт', ['42,00', '110.964'], '252,000')
('SU002759шт', ['9,00', '23.670'], '54,000')
('SU002758шт', ['25,00', '64.835'], '150,000')
('SU003271кг', ['13,00', '155.573'], '150,243')
('SU003274шт', ['3,00', '12.570'], '30,000')
('SU003272шт', ['10,00', '41.900'], '100,000')
('SU003925шт', ['3,00', '3.348'], '54,000')
('SU002801шт', ['34,00', '89.420'], '204,000')
('SU002799шт', ['50,00', '131.200'], '300,000')
('SU002252шт', ['14,00', '28.252'], '84,000')
('SU001051кг', ['3,00', '28.302'], '26,856')
('SU000227кг', ['63,00', '534.488'], '504,122')
('SU001430кг', ['14,00', '131.446'], '124,698')
('SU003167шт', ['117,00', '271.908'], '702,000')
('SU003168шт', ['184,00', '426.512'], '1_104,000')
('SU003422кг', ['48,00', '751.130'], '729,290')
('SU003422кг', ['111,00', '1.729.562'], '1_677,392')
('SU003423кг', ['34,00', '524.389'], '508,409')
('SU003420кг', ['161,00', '2.484.477'], '2_408,807')
('SU000251кг', ['7,00', '109.002'], '105,712')
('SU003421шт', ['6,00', '31.140'], '60,000')
('SU000126кг', ['43,00', '655.897'], '635,687')
('SU000126кг', ['92,00', '1.432.207'], '1_388,967')
('SU002027шт', ['3,00', '12.570'], '30,000')
('SU000246кг', ['3,00', '28.060'], '26,650')
('SU003425кг', ['5,00', '62.268'], '60,218')
('SU002074кг', ['5,00', '47.289'], '44,879')
('SU002602шт', ['7,00', '15.652'], '42,000')
('SU002606шт', ['17,00', '38.012'], '102,000')
('SU003342шт', ['17,00', '24.310'], '102,000')
('SU002634кг', ['30,00', '163.717'], '153,337')
('SU002010кг', ['48,00', '270.950'], '254,150')
('SU002632шт', ['25,00', '124.750'], '200,000')
('SU002035кг', ['76,00', '429.884'], '403,284')
('SU002150кг', ['10,00', '56.621'], '53,121')
('SU002158кг', ['35,00', '196.883'], '184,633')
('SU002151кг', ['55,00', '309.189'], '289,939')
('SU002916шт', ['13,00', '64.870'], '104,000')
('SU002918шт', ['20,00', '99.800'], '160,000')
('SU002655кг', ['170,00', '1.588.074'], '1_506,134')

