ООО ЛП Тс014469-26 22.01.2026 Семенов 10709кг.pdf
('SU000722кг', ['38,00', '423.885'], '408,120')
('SU001485шт', ['40,00', '167.600'], '400,000')
('SU002829кг', ['19,00', '212.242'], '204,433')
('SU002815шт', ['80,00', '375.200'], '800,000')
('SU002828кг', ['38,00', '429.279'], '413,699')
('SU002814шт', ['40,00', '114.800'], '240,000')
('SU002830кг', ['25,00', '290.482'], '280,232')
('SU002816шт', ['35,00', '164.150'], '350,000')
('SU001523кг', ['29,00', '168.444'], '156,902')
('SU001718шт', ['24,00', '70.320'], '144,000')
('SU002769шт', ['50,00', '110.500'], '300,000')
('SU002928кг', ['5,00', '55.604'], '53,554')
('SU002733шт', ['40,00', '157.600'], '400,000')
('SU002734шт', ['5,00', '23.450'], '50,000')
('SU003037шт', ['10,00', '25.000'], '80,000')
('SU001721кг', ['15,00', '129.484'], '122,254')
('SU002139шт', ['55,00', '121.550'], '330,000')
('SU001720шт', ['30,00', '87.900'], '180,000')
('SU002983шт', ['20,00', '68.000'], '160,000')
('SU002985шт', ['6,00', '18.336'], '48,000')
('SU002312шт', ['12,00', '50.280'], '120,000')
('SU002847кг', ['10,00', '46.068'], '43,808')
('SU002660шт', ['3,00', '6.708'], '18,000')
('SU002877шт', ['40,00', '89.440'], '240,000')
('SU002848шт', ['60,00', '134.160'], '360,000')
('SU003893шт', ['10,00', '14.400'], '180,000')
('SU003894шт', ['7,00', '10.080'], '126,000')
('SU003896шт', ['6,00', '8.640'], '108,000')
('SU002941кг', ['3,00', '17.083'], '16,333')
('SU002945кг', ['12,00', '68.762'], '65,978')
('SU002944шт', ['60,00', '116.160'], '360,000')
('SU002942шт', ['30,00', '58.080'], '180,000')
('SU002948шт', ['12,00', '23.304'], '72,000')
('SU002842шт', ['40,00', '105.680'], '240,000')
('SU002992шт', ['74,00', '150.664'], '444,000')
('SU002621шт', ['55,00', '144.980'], '330,000')
('SU002844шт', ['34,00', '89.828'], '204,000')
('SU002758шт', ['10,00', '26.300'], '60,000')
('SU003921шт', ['1,00', '1.980'], '15,000')
('SU003922шт', ['2,00', '2.412'], '36,000')
('SU003920шт', ['4,00', '7.920'], '60,000')
('SU003925шт', ['4,00', '4.464'], '72,000')
('SU003924шт', ['6,00', '7.236'], '108,000')
('SU003923шт', ['2,00', '2.412'], '36,000')
('SU003389кг', ['8,00', '88.335'], '85,055')
('SU003387кг', ['14,00', '157.455'], '151,995')
('SU003814шт', ['3,00', '6.072'], '18,000')
('SU002801шт', ['2,00', '5.260'], '12,000')
('SU003394кг', ['10,00', '111.053'], '106,953')
('SU003396кг', ['3,00', '33.630'], '32,400')
('SU003392кг', ['61,00', '686.845'], '662,140')
('SU003395шт', ['10,00', '41.900'], '100,000')
('SU003393шт', ['15,00', '62.850'], '150,000')
('SU001820кг', ['60,00', '265.095'], '251,535')
('SU001822кг', ['71,00', '320.503'], '304,457')
('SU002579шт', ['30,00', '67.080'], '180,000')
('SU002617шт', ['30,00', '67.080'], '180,000')
('SU002252шт', ['40,00', '80.720'], '240,000')
('SU001340кг', ['98,00', '854.236'], '803,736')
('SU003333шт', ['50,00', '162.100'], '300,000')
('SU001051кг', ['13,00', '111.385'], '105,119')
('SU000227кг', ['16,00', '136.942'], '129,230')
('SU001430кг', ['17,00', '155.628'], '147,434')
('SU001921кг', ['2,00', '6.108'], '5,644')
('SU001920кг', ['2,00', '6.461'], '5,965')
('SU002092шт', ['1,00', '2.810'], '15,000')
('SU001869шт', ['10,00', '28.100'], '150,000')
('SU002841шт', ['10,00', '22.000'], '200,000')
('SU002840шт', ['5,00', '11.000'], '100,000')
('SU002368шт', ['13,00', '28.600'], '260,000')
('SU001835кг', ['10,00', '84.406'], '79,466')
('SU003167шт', ['85,00', '197.540'], '510,000')
('SU003168шт', ['60,00', '139.080'], '360,000')
('SU003422кг', ['6,00', '91.766'], '88,946')
('SU003423кг', ['8,00', '126.730'], '122,970')
('SU003420кг', ['22,00', '318.052'], '307,712')
('SU000126кг', ['55,00', '847.817'], '821,967')
('SU003161кг', ['2,00', '18.833'], '17,869')
('SU003426шт', ['19,00', '79.610'], '190,000')
('SU002074кг', ['48,00', '430.562'], '407,426')
('SU002205шт', ['30,00', '78.900'], '180,000')
('SU002538шт', ['4,00', '8.992'], '24,000')
('SU002612кг', ['5,00', '28.696'], '27,446')
('SU002094кг', ['29,00', '163.260'], '153,980')
('SU002010кг', ['10,00', '55.970'], '52,770')
('SU002632шт', ['2,00', '9.980'], '16,000')
('SU002631шт', ['2,00', '9.980'], '16,000')
('SU002035кг', ['67,00', '379.667'], '356,217')
('SU002150кг', ['23,00', '130.630'], '123,270')
('SU002158кг', ['10,00', '56.271'], '52,771')
('SU002916шт', ['4,00', '19.960'], '32,000')
('SU002919шт', ['3,00', '14.970'], '24,000')
('SU002918шт', ['4,00', '19.960'], '32,000')
('SU002809кг', ['17,00', '85.532'], '81,588')

ООО ЛП Тс014465-26 22.01.2026 Семенов 6557кг.pdf
('SU003423кг', ['135,00', '2.085.624'], '2_022,174')
('SU000251кг', ['168,00', '2.596.862'], '2_517,902')
('SU000126кг', ['135,00', '2.080.595'], '2_017,145')

