ООО НВ Тс139107-25 07.07.2025 Брыжахин 2479кг.pdf Мелитополь +
('SU000722кг', ['2,00', '22.832'], '21,962')
('SU002986шт', ['16,00', '62.560'], '160,000')
('SU003642кг', ['2,00', '22.690'], '21,820')
('SU002828кг', ['2,00', '22.594'], '21,724')
('SU003031шт', ['7,00', '13.594'], '42,000')
('SU002835кг', ['6,00', '50.968'], '47,350')
('SU002830кг', ['2,00', '22.358'], '21,488')
('SU002816шт', ['13,00', '61.230'], '130,000')
('SU001523кг', ['6,00', '52.352'], '49,310')
('SU001523кг', ['1,00', '5.858'], '5,450')
('SU001718шт', ['8,00', '23.520'], '48,000')
('SU002734шт', ['11,00', '51.810'], '110,000')
('SU002756кг', ['17,00', '77.930'], '73,646')
('SU002848шт', ['3,00', '6.708'], '18,000')
('SU002947кг', ['9,00', '51.983'], '49,553')
('SU002944шт', ['5,00', '9.680'], '30,000')
('SU002948шт', ['2,00', '3.884'], '12,000')
('SU002842шт', ['64,00', '165.120'], '384,000')
('SU002621шт', ['11,00', '29.040'], '66,000')
('SU002686шт', ['63,00', '166.320'], '378,000')
('SU002844шт', ['38,00', '100.320'], '228,000')
('SU002759шт', ['15,00', '39.600'], '90,000')
('SU002758шт', ['10,00', '25.860'], '60,000')
('SU003273кг', ['1,00', '11.978'], '11,543')
('SU003274шт', ['3,00', '12.630'], '30,000')
('SU002801шт', ['5,00', '13.200'], '30,000')
('SU002252шт', ['3,00', '6.084'], '18,000')
('SU001051кг', ['6,00', '50.696'], '47,654')
('SU001869шт', ['2,00', '5.620'], '30,000')
('SU003422кг', ['17,00', '263.674'], '255,514')
('SU003423кг', ['16,00', '245.460'], '238,260')
('SU000251кг', ['6,00', '92.538'], '89,658')
('SU000126кг', ['32,00', '497.659'], '482,749')
('SU002614кг', ['5,00', '29.199'], '27,849')
('SU002612кг', ['3,00', '16.975'], '16,165')
('SU003342шт', ['6,00', '8.640'], '36,000')
('SU002011кг', ['2,00', '11.228'], '10,540')
('SU002010кг', ['15,00', '84.080'], '78,830')
('SU002150кг', ['6,00', '33.640'], '31,540')
('SU002655кг', ['15,00', '139.822'], '132,217')

ООО НВ Тс139109-25 07.07.2025 Брыжахин 8141кг.pdf Донецк +
('SU000722кг', ['22,00', '250.611'], '241,041')
('SU003642кг', ['3,00', '33.980'], '32,675')
('SU002828кг', ['3,00', '33.898'], '32,593')
('SU002835кг', ['5,00', '42.535'], '39,520')
('SU002830кг', ['20,00', '223.485'], '214,785')
('SU002816шт', ['7,00', '32.970'], '70,000')
('SU001523кг', ['28,00', '184.694'], '172,577')
('SU001718шт', ['30,00', '88.200'], '180,000')
('SU002928кг', ['20,00', '227.879'], '219,179')
('SU002734шт', ['50,00', '235.500'], '500,000')
('SU002735шт', ['10,00', '25.800'], '60,000')
('SU001720шт', ['167,00', '490.980'], '1_002,000')
('SU002756кг', ['13,00', '59.573'], '56,297')
('SU003829шт', ['2,00', '3.872'], '12,000')
('SU002848шт', ['1,00', '2.236'], '6,000')
('SU002941кг', ['23,00', '133.951'], '127,741')
('SU002943кг', ['30,00', '173.372'], '165,272')
('SU002947кг', ['29,00', '166.980'], '159,150')
('SU002942шт', ['6,00', '11.616'], '36,000')
('SU002948шт', ['2,00', '3.884'], '12,000')
('SU002725кг', ['14,00', '134.650'], '127,552')
('SU002842шт', ['64,00', '165.120'], '384,000')
('SU002686шт', ['18,00', '47.520'], '108,000')
('SU002844шт', ['48,00', '126.720'], '288,000')
('SU002759шт', ['9,00', '23.760'], '54,000')
('SU002758шт', ['12,00', '31.032'], '72,000')
('SU003274шт', ['1,00', '4.210'], '10,000')
('SU002799шт', ['55,00', '144.870'], '330,000')
('SU002252шт', ['2,00', '4.056'], '12,000')
('SU000227кг', ['74,00', '623.196'], '585,678')
('SU000251кг', ['23,00', '355.257'], '344,217')
