ООО НВ Тс139107-25 07.07.2025 Брыжахин 2479кг.pdf Мелитополь +
('SU000722кг', ['2,00', '22.832'], '21,962')
('SU002074кг', ['25,00', '236.110'], '223,435')
('SU002074кг', ['224,00', '2.132.280'], '1_998,396')
('SU002606шт', ['8,00', '17.888'], '48,000')
('SU002011кг', ['21,00', '117.613'], '110,389')
('SU002010кг', ['117,00', '655.650'], '614,700')
('SU002632шт', ['3,00', '15.030'], '24,000')
('SU002035кг', ['95,00', '536.706'], '504,026')
('SU002150кг', ['51,00', '285.210'], '267,360')
('SU002158кг', ['48,00', '271.245'], '253,965')
('SU002151кг', ['54,00', '304.412'], '284,972')

ООО НВ Тс139111-25 07.07.2025 Брыжахин 6848кг.pdf Луганск +
('SU000722кг', ['60,00', '683.463'], '657,363')
('SU002986шт', ['49,00', '191.590'], '490,000')
('SU002829кг', ['9,00', '100.020'], '96,150')
('SU002831шт', ['13,00', '54.730'], '130,000')
('SU002828кг', ['10,00', '112.968'], '108,618')
('SU003616кг', ['2,00', '17.144'], '16,130')
('SU002835кг', ['1,00', '8.478'], '7,875')
('SU002816шт', ['39,00', '183.690'], '390,000')
('SU001718шт', ['2,00', '5.880'], '12,000')
('SU002734шт', ['30,00', '141.300'], '300,000')
('SU002833кг', ['5,00', '56.793'], '54,618')
('SU002735шт', ['7,00', '18.060'], '42,000')
('SU001721кг', ['4,00', '35.230'], '33,202')
('SU001720шт', ['26,00', '76.440'], '156,000')
('SU002756кг', ['13,00', '59.446'], '56,170')
('SU002660шт', ['37,00', '82.732'], '222,000')
('SU003829шт', ['17,00', '32.912'], '102,000')
('SU002848шт', ['95,00', '212.420'], '570,000')
('SU002757шт', ['4,00', '9.120'], '24,000')
('SU002941кг', ['10,00', '58.180'], '55,480')
('SU002944шт', ['22,00', '42.592'], '132,000')
('SU002942шт', ['25,00', '48.400'], '150,000')
('SU002948шт', ['18,00', '34.956'], '108,000')
('SU002842шт', ['59,00', '152.220'], '354,000')
('SU002621шт', ['271,00', '715.440'], '1_626,000')
('SU002686шт', ['40,00', '105.600'], '240,000')
('SU002844шт', ['50,00', '132.000'], '300,000')
('SU002758шт', ['7,00', '18.102'], '42,000')
('SU003273кг', ['18,00', '215.929'], '208,099')
('SU003274шт', ['1,00', '4.210'], '10,000')
('SU002801шт', ['4,00', '10.560'], '24,000')
('SU002799шт', ['25,00', '65.850'], '150,000')
('SU002252шт', ['9,00', '18.252'], '54,000')
('SU001762шт', ['9,00', '26.514'], '54,000')
('SU001051кг', ['13,00', '109.528'], '102,937')
('SU000227кг', ['22,00', '186.057'], '174,903')
('SU001430кг', ['21,00', '195.803'], '185,156')
('SU002092шт', ['1,00', '2.810'], '15,000')
('SU001869шт', ['5,00', '14.050'], '75,000')
('SU001835кг', ['4,00', '33.817'], '31,741')
('SU003422кг', ['50,00', '773.216'], '749,216')
('SU003423кг', ['24,00', '368.775'], '357,975')
('SU000126кг', ['48,00', '746.258'], '724,226')
('SU002287кг', ['10,00', '96.976'], '91,906')
('SU002074кг', ['59,00', '537.603'], '508,398')
('SU002011кг', ['6,00', '33.577'], '31,513')
('SU002182кг', ['11,00', '63.100'], '59,140')
('SU002632шт', ['7,00', '35.070'], '56,000')
('SU002643шт', ['8,00', '40.080'], '64,000')
('SU002150кг', ['32,00', '179.030'], '167,830')
('SU002151кг', ['14,00', '79.018'], '73,978')

