ООО ЛП Тс132192-26 27.06.2026 Сочи 10218кг (Галкин).pdf
('SU000722кг', ['9,00', '97.370'], '93,410')
('SU003288шт', ['1,00', '2.030'], '6,000')
('SU002835кг', ['1,00', '8.214'], '7,732')
('SU002830кг', ['12,00', '133.393'], '128,473')
('SU002816шт', ['10,00', '46.900'], '100,000')
('SU001523кг', ['12,00', '70.345'], '65,569')
('SU001718шт', ['2,00', '5.860'], '12,000')
('SU002769шт', ['1,00', '2.210'], '6,000')
('SU002928кг', ['6,00', '67.090'], '64,450')
('SU002734шт', ['5,00', '23.450'], '50,000')
('SU002827шт', ['2,00', '9.380'], '12,000')
('SU002833кг', ['7,00', '40.464'], '37,594')
('SU002735шт', ['3,00', '7.710'], '18,000')
('SU001721кг', ['8,00', '68.815'], '64,959')
('SU001720шт', ['2,00', '5.860'], '12,000')
('SU003336шт', ['2,00', '4.084'], '12,000')
('SU002983шт', ['3,00', '10.200'], '24,000')
('SU002985шт', ['2,00', '6.112'], '16,000')
('SU004028кг', ['2,00', '26.320'], '25,520')
('SU002312шт', ['4,00', '16.760'], '40,000')
('SU004041кг', ['9,00', '33.630'], '31,560')
('SU000097кг', ['1,00', '9.678'], '9,148')
('SU004047кг', ['5,00', '19.012'], '17,862')
('SU004044кг', ['7,00', '26.845'], '25,235')
('SU003753шт', ['1,00', '1.140'], '10,000')
('SU004039шт', ['6,00', '10.896'], '36,000')
('SU004045шт', ['6,00', '10.896'], '36,000')
('SU003988шт', ['1,00', '1.160'], '10,000')
('SU004042шт', ['6,00', '10.896'], '36,000')
('SU004053шт', ['2,00', '4.072'], '12,000')
('SU003512шт', ['3,00', '6.384'], '18,000')
('SU002756кг', ['7,00', '32.084'], '30,502')
('SU002876кг', ['5,00', '22.901'], '21,747')
('SU002847кг', ['7,00', '32.417'], '30,835')
('SU004026шт', ['1,00', '1.090'], '10,000')
('SU002660шт', ['6,00', '13.416'], '36,000')
('SU002877шт', ['5,00', '11.180'], '30,000')
('SU003829шт', ['5,00', '9.680'], '30,000')
('SU002848шт', ['5,00', '11.180'], '30,000')
('SU002824кг', ['3,00', '33.402'], '32,172')
('SU002823шт', ['3,00', '8.610'], '18,000')
('SU003068кг', ['3,00', '33.675'], '32,445')
('SU002757шт', ['4,00', '9.080'], '24,000')
('SU002941кг', ['5,00', '28.278'], '27,028')
('SU002943кг', ['5,00', '28.334'], '27,084')
('SU002945кг', ['5,00', '28.399'], '27,239')
('SU002947кг', ['5,00', '28.272'], '27,022')
('SU002944шт', ['4,00', '7.744'], '24,000')
('SU002942шт', ['4,00', '7.744'], '24,000')
('SU002946шт', ['4,00', '7.744'], '24,000')
('SU002948шт', ['4,00', '7.768'], '24,000')
('SU002843кг', ['2,00', '17.100'], '16,136')
('SU002845кг', ['2,00', '17.184'], '16,220')
('SU002842шт', ['2,00', '5.284'], '12,000')
('SU002618шт', ['2,00', '5.260'], '12,000')
('SU002621шт', ['2,00', '5.260'], '12,000')
('SU002686шт', ['2,00', '5.260'], '12,000')
('SU002844шт', ['2,00', '5.284'], '12,000')
('SU004121шт', ['2,00', '5.260'], '12,000')
('SU002759шт', ['2,00', '5.260'], '12,000')
('SU003859шт', ['4,00', '16.760'], '40,000')
('SU004011шт', ['4,00', '10.280'], '24,000')
('SU003272шт', ['4,00', '16.760'], '40,000')
('SU003389кг', ['10,00', '112.050'], '107,950')
('SU004008кг', ['5,00', '56.040'], '54,090')
('SU003387кг', ['15,00', '168.010'], '161,860')
('SU003390шт', ['2,00', '8.380'], '20,000')
('SU003388шт', ['4,00', '16.760'], '40,000')
('SU002801шт', ['5,00', '13.150'], '30,000')
('SU002799шт', ['5,00', '13.150'], '30,000')
('SU003999шт', ['5,00', '11.180'], '30,000')
('SU003356шт', ['3,00', '7.260'], '12,000')
('SU002698шт', ['6,00', '10.896'], '36,000')
('SU004103кг', ['2,00', '17.327'], '16,507')
('SU004104кг', ['2,00', '17.313'], '16,493')
('SU004106кг', ['2,00', '17.047'], '16,227')
('SU001777кг', ['30,00', '336.203'], '323,903')
('SU004009кг', ['10,00', '112.110'], '108,010')
('SU004007кг', ['5,00', '55.790'], '53,840')
('SU004010шт', ['2,00', '8.380'], '20,000')
('SU003393шт', ['5,00', '20.950'], '50,000')
('SU001820кг', ['20,00', '89.000'], '84,480')
('SU001822кг', ['10,00', '46.032'], '43,772')
('SU001801кг', ['7,00', '32.152'], '30,570')
('SU002579шт', ['6,00', '13.416'], '36,000')
('SU002617шт', ['6,00', '13.416'], '36,000')
('SU001340кг', ['146,00', '1.227.843'], '1_157,471')
('SU001727кг', ['5,00', '28.944'], '26,994')
('SU001728кг', ['3,00', '25.607'], '24,161')
('SU003333шт', ['2,00', '6.484'], '12,000')
('SU001051кг', ['3,00', '26.176'], '24,730')
('SU000227кг', ['10,00', '84.686'], '80,586')
('SU001430кг', ['6,00', '55.127'], '52,235')
('SU001921кг', ['1,00', '3.146'], '2,914')
('SU001920кг', ['1,00', '3.080'], '2,832')
('SU002092шт', ['1,00', '2.810'], '15,000')
('SU001869шт', ['1,00', '2.810'], '15,000')
('SU001835кг', ['10,00', '86.598'], '81,658')
('SU003167шт', ['5,00', '11.590'], '30,000')
('SU003168шт', ['5,00', '11.590'], '30,000')
('SU004131кг', ['11,00', '166.129'], '160,959')
('SU003422кг', ['20,00', '309.246'], '299,846')
('SU003423кг', ['49,00', '750.670'], '727,640')
('SU004238кг', ['71,00', '1.090.351'], '1_056,981')
('SU000126кг', ['49,00', '754.280'], '731,250')
('SU003686кг', ['5,00', '77.035'], '74,685')
('SU003161кг', ['2,00', '18.893'], '17,929')
('SU000246кг', ['1,00', '9.366'], '8,884')
('SU002074кг', ['2,00', '18.026'], '17,062')
('SU002205шт', ['1,00', '2.630'], '6,000')
('SU002614кг', ['4,00', '22.907'], '21,907')
('SU002613кг', ['4,00', '22.653'], '21,653')
('SU002538шт', ['4,00', '8.992'], '24,000')
('SU002606шт', ['5,00', '11.180'], '30,000')
('SU003500шт', ['4,00', '9.248'], '24,000')
('SU002612кг', ['5,00', '28.688'], '27,438')
('SU002604шт', ['5,00', '11.210'], '30,000')
('SU002094кг', ['2,00', '11.250'], '10,630')
('SU002182кг', ['1,00', '5.628'], '5,278')
('SU002634кг', ['2,00', '10.910'], '10,290')
('SU002010кг', ['2,00', '11.300'], '10,680')
('SU002035кг', ['2,00', '11.202'], '10,564')
('SU002150кг', ['2,00', '11.250'], '10,630')
('SU002158кг', ['2,00', '11.239'], '10,539')
('SU002151кг', ['2,00', '11.251'], '10,551')
('SU002916шт', ['3,00', '14.970'], '24,000')
('SU002809кг', ['6,00', '26.766'], '25,410')
('SU002655кг', ['2,00', '18.720'], '17,756')
('SU002970кг', ['1,00', '9.766'], '9,284')
('SU002971кг', ['1,00', '9.560'], '9,078')

