ООО ЛП Тс132192-26 27.06.2026 Сочи 10218кг (Галкин).pdf
('SU000722кг', ['9,00', '97.370'], '93,410')
('SU001485шт', ['3,00', '12.570'], '30,000')
('SU002829кг', ['6,00', '66.400'], '63,760')
('SU002828кг', ['57,00', '634.874'], '614,916')
('SU002830кг', ['8,00', '89.586'], '86,306')
('SU002769шт', ['2,00', '4.420'], '12,000')
('SU001721кг', ['13,00', '112.332'], '106,066')
('SU002983шт', ['4,00', '13.600'], '32,000')
('SU002984шт', ['4,00', '11.584'], '32,000')
('SU002312шт', ['3,00', '12.570'], '30,000')
('SU004041кг', ['10,00', '37.479'], '35,179')
('SU003988шт', ['2,00', '2.320'], '20,000')
('SU002847кг', ['23,00', '106.361'], '101,163')
('SU002941кг', ['12,00', '67.822'], '64,822')
('SU002945кг', ['19,00', '107.673'], '103,265')
('SU002842шт', ['2,00', '5.284'], '12,000')
('SU003921шт', ['1,00', '1.980'], '15,000')
('SU003922шт', ['1,00', '1.206'], '18,000')
('SU003389кг', ['2,00', '22.485'], '21,665')
('SU003392кг', ['29,00', '322.278'], '310,388')
('SU001820кг', ['24,00', '106.980'], '101,556')
('SU001822кг', ['185,00', '847.790'], '805,980')
('SU001340кг', ['401,00', '3.191.664'], '2_998,382')
('SU001051кг', ['13,00', '113.711'], '107,445')
('SU000227кг', ['13,00', '110.480'], '105,150')
('SU001430кг', ['3,00', '27.662'], '26,216')
('SU001921кг', ['9,00', '27.899'], '25,811')
('SU001920кг', ['4,00', '12.390'], '11,398')
('SU002092шт', ['3,00', '8.430'], '45,000')
('SU001869шт', ['3,00', '8.430'], '45,000')
('SU001835кг', ['13,00', '112.615'], '106,193')
('SU003167шт', ['4,00', '9.272'], '24,000')
('SU003168шт', ['4,00', '9.272'], '24,000')
('SU003422кг', ['3,00', '46.605'], '45,195')
('SU003423кг', ['13,00', '198.535'], '192,415')
('SU004238кг', ['101,00', '1.549.906'], '1_502,436')
('SU000126кг', ['101,00', '1.554.930'], '1_507,460')
('SU003161кг', ['4,00', '37.840'], '35,912')
('SU002074кг', ['30,00', '269.462'], '255,002')
('SU002614кг', ['10,00', '57.267'], '54,767')
('SU002613кг', ['4,00', '22.641'], '21,641')
('SU002612кг', ['5,00', '28.785'], '27,535')
('SU002634кг', ['32,00', '174.650'], '164,730')
('SU002035кг', ['19,00', '106.231'], '100,170')
('SU002150кг', ['4,00', '22.460'], '21,220')
('SU002158кг', ['29,00', '163.095'], '152,945')
('SU002151кг', ['19,00', '107.155'], '100,505')
('SU002809кг', ['13,00', '58.105'], '55,167')

ООО ЛП Тс132218-26 27.06.2026 Сочи 7718кг (Галкин).pdf
('SU000341шт', ['1,00', '2.750'], '6,000')
('SU004016шт', ['1,00', '2.030'], '6,000')
('SU003665шт', ['1,00', '2.030'], '6,000')
('SU004073шт', ['1,00', '2.216'], '6,000')
('SU004124шт', ['2,00', '4.564'], '12,000')
('SU004123шт', ['2,00', '4.564'], '12,000')
('SU000722кг', ['16,00', '173.654'], '166,644')
('SU001485шт', ['5,00', '20.950'], '50,000')
('SU003642кг', ['5,00', '57.230'], '55,230')
('SU002829кг', ['10,00', '110.990'], '106,590')
('SU002674шт', ['2,00', '9.980'], '16,000')
('SU003033шт', ['5,00', '11.350'], '30,000')
('SU002815шт', ['10,00', '46.900'], '100,000')
('SU002828кг', ['15,00', '166.880'], '161,630')
('SU002814шт', ['10,00', '28.700'], '60,000')
('SU002825шт', ['1,00', '2.036'], '6,000')
