ООО КСК ТРЕЙД Тс132959-26 28.06.2026 Крым 1297кг (Гусев).pdf
('SU000722кг', ['2,00', '22.391'], '21,571')
('SU002815шт', ['10,00', '46.900'], '100,000')
('SU002835кг', ['2,00', '16.982'], '16,018')
('SU001523кг', ['1,00', '8.678'], '8,196')
('SU001718шт', ['2,00', '5.860'], '12,000')
('SU001721кг', ['8,00', '70.050'], '66,194')
('SU001720шт', ['8,00', '23.440'], '48,000')
('SU004041кг', ['8,00', '30.192'], '28,352')
('SU004044кг', ['5,00', '19.208'], '18,058')
('SU004047кг', ['2,00', '7.731'], '7,271')
('SU004039шт', ['6,00', '10.896'], '36,000')
('SU004045шт', ['2,00', '3.632'], '12,000')
('SU004042шт', ['2,00', '3.632'], '12,000')
('SU002945кг', ['4,00', '22.657'], '21,729')
('SU002947кг', ['6,00', '34.006'], '32,506')
('SU002845кг', ['2,00', '16.987'], '16,023')
('SU004008кг', ['1,00', '11.136'], '10,726')
('SU003387кг', ['5,00', '56.467'], '54,417')
('SU001820кг', ['2,00', '8.939'], '8,487')
('SU000227кг', ['7,00', '58.930'], '56,060')
('SU003167шт', ['5,00', '11.620'], '30,000')
('SU003168шт', ['1,00', '2.318'], '6,000')
('SU003420кг', ['14,00', '219.384'], '212,804')
('SU000126кг', ['14,00', '216.136'], '209,556')
('SU003425кг', ['2,00', '24.946'], '24,126')
('SU002613кг', ['2,00', '11.272'], '10,772')
('SU002011кг', ['4,00', '22.500'], '21,100')
('SU002182кг', ['1,00', '5.635'], '5,285')
('SU002634кг', ['11,00', '60.173'], '56,323')
('SU002010кг', ['10,00', '56.389'], '52,889')
('SU002035кг', ['19,00', '106.173'], '99,523')
('SU002150кг', ['2,00', '11.344'], '10,644')
('SU002158кг', ['2,00', '11.232'], '10,532')
('SU002151кг', ['2,00', '11.140'], '10,440')
('SU002655кг', ['12,00', '112.515'], '106,731')

ООО КСК ТРЕЙД Тс132974-26 28.06.2026 Крым 16250кг (Гусев).pdf
('SU000722кг', ['28,00', '314.766'], '303,286')
('SU002829кг', ['34,00', '379.681'], '365,741')
('SU002815шт', ['70,00', '328.300'], '700,000')
('SU002828кг', ['24,00', '268.866'], '259,026')
('SU002814шт', ['42,00', '120.540'], '252,000')
('SU002830кг', ['13,00', '146.055'], '140,725')
('SU002816шт', ['80,00', '375.200'], '800,000')
('SU001523кг', ['43,00', '376.130'], '355,404')
('SU001718шт', ['50,00', '146.500'], '300,000')
('SU003745шт', ['2,00', '2.760'], '20,000')
('SU002356шт', ['2,00', '2.560'], '20,000')
('SU001721кг', ['61,00', '532.601'], '503,199')
('SU001720шт', ['50,00', '146.500'], '300,000')
('SU003336шт', ['25,00', '51.050'], '150,000')
('SU002367шт', ['20,00', '44.920'], '120,000')
('SU002983шт', ['38,00', '129.200'], '304,000')
('SU002985шт', ['32,00', '97.792'], '256,000')
('SU002984шт', ['32,00', '92.672'], '256,000')
('SU004041кг', ['85,00', '323.179'], '303,629')
('SU004047кг', ['83,00', '320.091'], '301,001')
('SU004044кг', ['56,00', '216.205'], '203,325')
('SU003753шт', ['10,00', '11.400'], '100,000')
('SU004039шт', ['17,00', '30.872'], '102,000')
('SU003751шт', ['5,00', '5.700'], '50,000')
('SU004045шт', ['65,00', '118.040'], '390,000')
('SU003988шт', ['5,00', '5.800'], '50,000')
('SU004042шт', ['30,00', '54.480'], '180,000')
('SU002876кг', ['12,00', '55.250'], '52,538')
('SU002847кг', ['22,00', '100.834'], '95,862')
('SU004026шт', ['14,00', '15.260'], '140,000')
('SU002660шт', ['34,00', '76.024'], '204,000')
('SU002877шт', ['60,00', '134.160'], '360,000')
('SU003178шт', ['4,00', '4.240'], '40,000')
('SU002848шт', ['84,00', '187.824'], '504,000')
('SU003893шт', ['9,00', '12.960'], '162,000')
('SU003896шт', ['7,00', '10.080'], '126,000')
('SU002941кг', ['38,00', '216.040'], '206,540')
('SU002943кг', ['10,00', '56.746'], '54,246')
('SU002945кг', ['15,00', '84.302'], '80,822')
('SU002947кг', ['6,00', '34.119'], '32,619')
('SU002944шт', ['84,00', '162.624'], '504,000')
('SU002942шт', ['54,00', '104.544'], '324,000')
('SU002946шт', ['134,00', '259.424'], '804,000')
('SU002948шт', ['50,00', '97.100'], '300,000')
('SU002725кг', ['58,00', '523.970'], '496,014')
('SU002842шт', ['117,00', '309.114'], '702,000')
('SU002618шт', ['53,00', '139.708'], '318,000')
('SU002618шт', ['114,00', '299.820'], '684,000')
('SU002686шт', ['92,00', '241.960'], '552,000')
('SU002844шт', ['84,00', '221.928'], '504,000')
('SU002759шт', ['34,00', '89.420'], '204,000')
('SU002758шт', ['117,00', '307.710'], '702,000')
('SU003274шт', ['12,00', '50.280'], '120,000')
('SU003272шт', ['14,00', '58.660'], '140,000')
('SU003921шт', ['7,00', '13.860'], '105,000')
('SU002801шт', ['75,00', '197.250'], '450,000')
('SU002799шт', ['117,00', '307.710'], '702,000')
('SU004103кг', ['9,00', '78.230'], '74,540')
('SU004104кг', ['6,00', '51.983'], '49,523')
('SU001777кг', ['4,00', '45.067'], '43,427')
('SU002617шт', ['34,00', '76.024'], '204,000')
('SU002252шт', ['50,00', '100.900'], '300,000')
('SU001051кг', ['35,00', '323.003'], '306,133')
('SU000227кг', ['75,00', '633.872'], '603,122')
('SU001430кг', ['20,00', '186.154'], '176,514')
('SU003167шт', ['584,00', '1.357.216'], '3_504,000')
('SU003168шт', ['317,00', '734.806'], '1_902,000')
('SU004131кг', ['4,00', '62.743'], '60,863')
('SU003422кг', ['20,00', '307.976'], '298,576')
('SU003423кг', ['20,00', '311.794'], '302,394')
('SU004238кг', ['15,00', '226.708'], '219,658')
('SU003421шт', ['9,00', '46.710'], '90,000')
('SU000126кг', ['20,00', '307.663'], '298,263')
('SU003686кг', ['7,00', '107.750'], '104,460')
('SU003425кг', ['3,00', '37.449'], '36,219')
('SU002606шт', ['5,00', '11.180'], '30,000')
('SU002011кг', ['27,00', '152.028'], '142,578')
('SU002634кг', ['17,00', '93.192'], '87,242')
('SU002010кг', ['95,00', '534.899'], '501,649')
('SU002632шт', ['19,00', '94.810'], '152,000')
('SU002631шт', ['75,00', '374.250'], '600,000')
('SU002035кг', ['87,00', '487.550'], '457,100')
('SU002643шт', ['32,00', '159.680'], '256,000')
('SU002150кг', ['14,00', '79.179'], '74,279')
('SU002158кг', ['4,00', '22.479'], '21,079')
('SU002151кг', ['51,00', '285.105'], '267,255')
('SU002916шт', ['3,00', '14.970'], '24,000')
('SU002918шт', ['25,00', '125.950'], '200,000')
('SU002808кг', ['3,00', '37.560'], '36,330')
('SU002655кг', ['92,00', '850.847'], '806,503')

