ООО КСК ТРЕЙД Тс157469-25 05.08.2025 Крамаренко 17697кг.pdf
('SU000722кг', ['10,00', '112.847'], '108,497')
('SU001485шт', ['60,00', '252.600'], '600,000')
('SU002829кг', ['19,00', '212.845'], '204,580')
('SU002815шт', ['28,00', '131.880'], '280,000')
('SU002815шт', ['92,00', '433.320'], '920,000')
('SU002828кг', ['17,00', '190.340'], '182,945')
('SU002814шт', ['67,00', '192.960'], '402,000')
('SU002835кг', ['4,00', '33.678'], '31,266')
('SU002830кг', ['19,00', '213.246'], '204,981')
('SU002816шт', ['100,00', '471.000'], '1_000,000')
('SU001523кг', ['25,00', '216.961'], '204,286')
('SU001718шт', ['184,00', '540.960'], '1_104,000')
('SU002928кг', ['15,00', '166.197'], '159,672')
('SU002734шт', ['120,00', '565.200'], '1_200,000')
('SU001721кг', ['86,00', '749.528'], '705,926')
('SU001720шт', ['217,00', '637.980'], '1_302,000')
('SU003336шт', ['34,00', '69.768'], '204,000')
('SU002367шт', ['17,00', '38.352'], '102,000')
('SU002983шт', ['25,00', '85.000'], '200,000')
('SU002985шт', ['19,00', '58.064'], '152,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU002756кг', ['23,00', '105.778'], '99,982')
('SU002876кг', ['12,00', '55.095'], '52,071')
('SU002847кг', ['35,00', '161.002'], '152,182')
('SU002660шт', ['50,00', '111.800'], '300,000')
('SU002877шт', ['42,00', '93.912'], '252,000')
('SU002848шт', ['100,00', '223.600'], '600,000')
('SU003893шт', ['6,00', '8.640'], '108,000')
('SU003894шт', ['6,00', '8.640'], '108,000')
('SU003896шт', ['3,00', '4.320'], '54,000')
('SU002941кг', ['37,00', '214.737'], '204,747')
('SU002943кг', ['19,00', '110.775'], '105,645')
('SU002945кг', ['28,00', '161.521'], '154,465')
('SU002947кг', ['15,00', '86.823'], '82,773')
('SU002944шт', ['50,00', '96.800'], '300,000')
('SU002942шт', ['25,00', '48.400'], '150,000')
('SU002946шт', ['42,00', '81.312'], '252,000')
('SU002948шт', ['25,00', '48.550'], '150,000')
('SU002725кг', ['28,00', '268.694'], '254,498')
('SU002842шт', ['150,00', '396.000'], '900,000')
('SU002618шт', ['167,00', '432.180'], '1_002,000')
('SU002686шт', ['22,00', '58.080'], '132,000')
('SU002844шт', ['150,00', '396.000'], '900,000')
('SU002759шт', ['17,00', '44.880'], '102,000')
('SU003273кг', ['3,00', '36.100'], '34,795')
('SU003271кг', ['19,00', '227.021'], '218,756')
('SU003274шт', ['10,00', '42.100'], '100,000')
('SU003272шт', ['12,00', '50.520'], '120,000')
('SU003921шт', ['6,00', '11.880'], '90,000')
('SU003920шт', ['2,00', '3.960'], '30,000')
('SU002801шт', ['42,00', '110.880'], '252,000')
('SU002799шт', ['109,00', '287.106'], '654,000')
('SU002617шт', ['100,00', '223.600'], '600,000')
('SU002252шт', ['17,00', '34.476'], '102,000')
('SU001051кг', ['5,00', '44.962'], '42,427')
('SU000227кг', ['51,00', '432.034'], '406,177')
('SU001430кг', ['3,00', '28.065'], '26,544')
('SU001869шт', ['67,00', '188.270'], '1_005,000')
('SU003167шт', ['417,00', '973.278'], '2_502,000')
('SU003168шт', ['167,00', '388.776'], '1_002,000')
('SU003422кг', ['83,00', '1.245.504'], '1_205,664')
('SU003423кг', ['48,00', '740.763'], '717,723')
('SU000251кг', ['25,00', '376.326'], '364,326')
('SU003420кг', ['101,00', '1.551.389'], '1_502,909')
('SU003421шт', ['3,00', '15.630'], '30,000')
('SU000126кг', ['67,00', '1.038.502'], '1_006,342')
('SU002027шт', ['2,00', '8.420'], '20,000')
('SU000246кг', ['25,00', '226.648'], '213,973')
('SU003425кг', ['1,00', '12.534'], '12,099')
('SU003425кг', ['4,00', '49.865'], '48,125')
('SU002613кг', ['2,00', '11.660'], '11,120')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002602шт', ['5,00', '11.180'], '30,000')
('SU002606шт', ['17,00', '38.012'], '102,000')
('SU002604шт', ['7,00', '15.694'], '42,000')
('SU003342шт', ['50,00', '72.000'], '300,000')
('SU002011кг', ['19,00', '107.707'], '100,867')
('SU002634кг', ['19,00', '103.683'], '96,843')
('SU002010кг', ['38,00', '214.555'], '200,875')
('SU002632шт', ['19,00', '95.190'], '152,000')
('SU002631шт', ['35,00', '176.400'], '280,000')
('SU002035кг', ['29,00', '163.575'], '153,135')
('SU002150кг', ['8,00', '45.079'], '42,199')
('SU002158кг', ['6,00', '33.745'], '31,585')
('SU002151кг', ['19,00', '106.885'], '100,045')
('SU002916шт', ['12,00', '60.120'], '96,000')
('SU002919шт', ['7,00', '35.070'], '56,000')
('SU002918шт', ['15,00', '75.150'], '120,000')
('SU002655кг', ['35,00', '327.772'], '310,027')
('SU002970кг', ['2,00', '18.761'], '17,747')

