ООО КСК ТРЕЙД Тс145909-25 16.07.2025 Сычев 17570кг.pdf
('SU000722кг', ['10,00', '111.308'], '106,958')
('SU001485шт', ['70,00', '294.700'], '700,000')
('SU002829кг', ['10,00', '112.414'], '108,064')
('SU002815шт', ['190,00', '894.900'], '1_900,000')
('SU002828кг', ['5,00', '56.516'], '54,341')
('SU002814шт', ['100,00', '288.000'], '600,000')
('SU002835кг', ['6,00', '48.688'], '45,070')
('SU002830кг', ['10,00', '113.612'], '109,262')
('SU002816шт', ['100,00', '471.000'], '1_000,000')
('SU001523кг', ['15,00', '131.182'], '123,577')
('SU001718шт', ['117,00', '343.980'], '702,000')
('SU002928кг', ['19,00', '214.096'], '205,831')
('SU002734шт', ['100,00', '471.000'], '1_000,000')
('SU001721кг', ['64,00', '537.570'], '505,122')
('SU001720шт', ['250,00', '738.000'], '1_500,000')
('SU003336шт', ['14,00', '28.728'], '84,000')
('SU002367шт', ['5,00', '11.280'], '30,000')
('SU002985шт', ['23,00', '70.288'], '184,000')
('SU002984шт', ['25,00', '72.400'], '200,000')
('SU002756кг', ['12,00', '54.057'], '51,033')
('SU002876кг', ['8,00', '36.257'], '34,241')
('SU002847кг', ['35,00', '160.386'], '151,566')
('SU002660шт', ['67,00', '149.812'], '402,000')
('SU002877шт', ['67,00', '149.812'], '402,000')
('SU002848шт', ['117,00', '261.612'], '702,000')
('SU003895шт', ['3,00', '4.320'], '54,000')
('SU003893шт', ['6,00', '8.640'], '108,000')
('SU003894шт', ['6,00', '8.640'], '108,000')
('SU003896шт', ['6,00', '8.640'], '108,000')
('SU002941кг', ['59,00', '339.606'], '323,676')
('SU002943кг', ['15,00', '86.797'], '82,747')
('SU002947кг', ['13,00', '75.216'], '71,706')
('SU002944шт', ['75,00', '145.200'], '450,000')
('SU002942шт', ['50,00', '96.800'], '300,000')
('SU002946шт', ['67,00', '129.712'], '402,000')
('SU002948шт', ['44,00', '85.448'], '264,000')
('SU002725кг', ['34,00', '325.292'], '308,054')
('SU002842шт', ['134,00', '355.368'], '804,000')
('SU002618шт', ['7,00', '18.522'], '42,000')
('SU002618шт', ['193,00', '509.520'], '1_158,000')
('SU002686шт', ['67,00', '176.880'], '402,000')
('SU002844шт', ['100,00', '264.000'], '600,000')
('SU002759шт', ['12,00', '31.680'], '72,000')
('SU002758шт', ['12,00', '31.032'], '72,000')
('SU003271кг', ['22,00', '263.440'], '253,870')
('SU003272шт', ['18,00', '75.780'], '180,000')
('SU003921шт', ['7,00', '13.860'], '105,000')
('SU003920шт', ['2,00', '3.960'], '30,000')
('SU003925шт', ['7,00', '7.812'], '126,000')
('SU003924шт', ['3,00', '3.618'], '54,000')
('SU002801шт', ['84,00', '221.760'], '504,000')
('SU002799шт', ['100,00', '263.400'], '600,000')
('SU002617шт', ['34,00', '76.024'], '204,000')
('SU002252шт', ['14,00', '28.392'], '84,000')
('SU000227кг', ['20,00', '169.899'], '159,759')
('SU001430кг', ['5,00', '46.515'], '43,980')
('SU002092шт', ['14,00', '39.340'], '210,000')
('SU001869шт', ['67,00', '188.270'], '1_005,000')
('SU003167шт', ['250,00', '583.500'], '1_500,000')
('SU003422кг', ['106,00', '1.656.535'], '1_605,655')
('SU003423кг', ['67,00', '1.037.866'], '1_005,706')
('SU000251кг', ['14,00', '219.346'], '212,626')
('SU003420кг', ['68,00', '1.030.059'], '997,419')
('SU003420кг', ['48,00', '740.128'], '717,088')
('SU003421шт', ['8,00', '41.680'], '80,000')
('SU000126кг', ['67,00', '1.041.731'], '1_009,571')
('SU002027шт', ['3,00', '12.630'], '30,000')
('SU000246кг', ['6,00', '55.512'], '52,470')
('SU002287кг', ['9,00', '84.480'], '79,917')
('SU003425кг', ['7,00', '87.068'], '84,023')
('SU002074кг', ['9,00', '89.064'], '84,501')
('SU002613кг', ['2,00', '11.679'], '11,139')
('SU002538шт', ['17,00', '38.216'], '102,000')
('SU002606шт', ['10,00', '22.360'], '60,000')
('SU003342шт', ['50,00', '72.000'], '300,000')
('SU002011кг', ['16,00', '91.169'], '85,409')
('SU002634кг', ['11,00', '60.452'], '56,492')
('SU002010кг', ['29,00', '163.882'], '153,442')
('SU002632шт', ['18,00', '90.180'], '144,000')
('SU002631шт', ['22,00', '110.880'], '176,000')
('SU002035кг', ['16,00', '90.079'], '84,319')
('SU002150кг', ['8,00', '45.804'], '42,924')
('SU002158кг', ['6,00', '33.920'], '31,760')
('SU002151кг', ['37,00', '207.106'], '193,786')
('SU002916шт', ['7,00', '35.070'], '56,000')
('SU002919шт', ['5,00', '25.050'], '40,000')
('SU002918шт', ['7,00', '35.070'], '56,000')
('SU002655кг', ['92,00', '851.034'], '804,390')

