ООО НВ Тс186719-25 15.09.2025 Антонов 3119кг.pdf Мелитополь +
('SU000722кг', ['6,00', '68.504'], '66,050')
('SU003272шт', ['45,00', '189.450'], '450,000')
('SU003388шт', ['40,00', '168.400'], '400,000')
('SU002801шт', ['59,00', '152.220'], '354,000')
('SU002799шт', ['59,00', '155.406'], '354,000')
('SU003340шт', ['47,00', '183.582'], '282,000')
('SU003393шт', ['45,00', '189.450'], '450,000')
('SU002617шт', ['67,00', '149.812'], '402,000')
('SU002252шт', ['34,00', '68.952'], '204,000')
('SU002368шт', ['19,00', '41.800'], '380,000')
('SU003167шт', ['67,00', '156.378'], '402,000')
('SU003168шт', ['59,00', '137.352'], '354,000')
('SU003421шт', ['40,00', '208.400'], '400,000')
('SU002027шт', ['30,00', '126.300'], '300,000')
('SU002538шт', ['34,00', '76.432'], '204,000')
('SU002602шт', ['50,00', '111.800'], '300,000')
('SU002606шт', ['50,00', '111.800'], '300,000')
('SU002603шт', ['50,00', '111.800'], '300,000')
('SU002285шт', ['75,00', '198.450'], '300,000')
('SU002557шт', ['50,00', '111.300'], '300,000')
('SU002631шт', ['38,00', '191.520'], '304,000')

ООО НВ Тс186717-25 15.09.2025 Антонов 10388кг.pdf Луганск +
('SU000722кг', ['42,00', '471.938'], '454,760')
('SU002986шт', ['83,00', '324.530'], '830,000')
('SU003642кг', ['12,00', '134.970'], '129,750')
('SU002829кг', ['19,00', '211.289'], '203,024')
('SU002831шт', ['21,00', '88.410'], '210,000')
('SU002828кг', ['20,00', '225.610'], '216,910')
('SU003616кг', ['12,00', '106.688'], '100,604')
('SU002835кг', ['1,00', '8.260'], '7,657')
('SU002830кг', ['28,00', '316.894'], '304,714')
('SU002816шт', ['18,00', '84.780'], '180,000')
('SU001523кг', ['4,00', '35.232'], '33,204')
('SU001718шт', ['15,00', '44.100'], '90,000')
('SU002928кг', ['62,00', '695.221'], '668,251')
('SU002734шт', ['40,00', '188.400'], '400,000')
('SU002735шт', ['32,00', '82.560'], '192,000')
('SU001721кг', ['12,00', '104.082'], '97,998')
('SU001720шт', ['25,00', '73.500'], '150,000')
('SU002756кг', ['19,00', '87.111'], '82,437')
('SU002847кг', ['21,00', '96.675'], '91,383')
('SU002660шт', ['41,00', '91.676'], '246,000')
('SU003829шт', ['30,00', '58.080'], '180,000')
('SU002848шт', ['83,00', '185.588'], '498,000')
('SU002757шт', ['20,00', '45.600'], '120,000')
('SU002943кг', ['9,00', '51.369'], '48,939')
('SU002944шт', ['43,00', '83.248'], '258,000')
('SU002942шт', ['29,00', '56.144'], '174,000')
('SU002948шт', ['28,00', '54.376'], '168,000')
('SU002842шт', ['10,00', '26.520'], '60,000')
('SU002618шт', ['60,00', '158.400'], '360,000')
('SU002621шт', ['60,00', '158.400'], '360,000')
('SU002686шт', ['45,00', '117.510'], '270,000')
('SU002844шт', ['10,00', '26.520'], '60,000')
('SU002758шт', ['26,00', '67.380'], '156,000')
('SU003274шт', ['2,00', '8.420'], '20,000')
('SU002801шт', ['45,00', '116.100'], '270,000')
('SU002799шт', ['23,00', '60.582'], '138,000')
('SU002252шт', ['13,00', '26.364'], '78,000')
('SU001051кг', ['15,00', '125.639'], '118,034')
('SU001430кг', ['14,00', '131.110'], '124,012')
('SU002092шт', ['5,00', '14.050'], '75,000')
('SU001869шт', ['20,00', '56.200'], '300,000')
('SU003423кг', ['6,00', '92.475'], '89,835')
('SU003423кг', ['38,00', '581.014'], '562,774')
('SU000251кг', ['60,00', '923.706'], '894,906')
('SU002287кг', ['9,00', '83.251'], '78,688')
('SU002074кг', ['90,00', '869.888'], '815,618')
('SU002182кг', ['22,00', '124.498'], '116,578')
('SU002634кг', ['136,00', '738.760'], '692,520')
('SU002010кг', ['200,00', '1.122.390'], '1_054,390')
('SU002632шт', ['4,00', '20.040'], '32,000')
('SU002035кг', ['75,00', '424.975'], '398,917')
('SU002150кг', ['29,00', '162.640'], '152,780')
('SU002158кг', ['43,00', '242.296'], '226,816')
('SU002151кг', ['89,00', '500.631'], '465,525')

