ООО НВ Тс186719-25 15.09.2025 Антонов 3119кг.pdf Мелитополь +
('SU000722кг', ['6,00', '68.504'], '66,050')
('SU002986шт', ['10,00', '39.100'], '100,000')
('SU003642кг', ['3,00', '33.856'], '32,551')
('SU002828кг', ['1,00', '11.291'], '10,856')
('SU003031шт', ['5,00', '9.710'], '30,000')
('SU003616кг', ['2,00', '17.289'], '16,275')
('SU002835кг', ['4,00', '32.864'], '30,452')
('SU002830кг', ['10,00', '113.166'], '108,816')
('SU002816шт', ['30,00', '141.300'], '300,000')
('SU001523кг', ['23,00', '201.933'], '190,272')
('SU002928кг', ['14,00', '156.065'], '149,975')
('SU002734шт', ['2,00', '9.420'], '20,000')
('SU002833кг', ['1,00', '11.416'], '10,981')
('SU001721кг', ['5,00', '43.393'], '40,858')
('SU001720шт', ['14,00', '41.160'], '84,000')
('SU003512шт', ['3,00', '6.384'], '18,000')
('SU002756кг', ['8,00', '36.781'], '34,783')
('SU002847кг', ['13,00', '59.848'], '56,572')
('SU002660шт', ['10,00', '22.360'], '60,000')
('SU002941кг', ['29,00', '164.927'], '157,097')
('SU002943кг', ['31,00', '176.340'], '167,970')
('SU002944шт', ['11,00', '21.296'], '66,000')
('SU002942шт', ['5,00', '9.680'], '30,000')
('SU002948шт', ['7,00', '13.594'], '42,000')
('SU002618шт', ['3,00', '7.920'], '18,000')
('SU002686шт', ['28,00', '73.530'], '168,000')
('SU002844шт', ['7,00', '18.564'], '42,000')
('SU001051кг', ['4,00', '33.518'], '31,490')
('SU000227кг', ['1,00', '8.772'], '8,265')
('SU003423кг', ['28,00', '437.021'], '423,581')
('SU003420кг', ['19,00', '292.593'], '283,473')
('SU000126кг', ['34,00', '525.069'], '510,029')
('SU002287кг', ['9,00', '82.349'], '77,786')
('SU002614кг', ['14,00', '78.645'], '74,865')
('SU002606шт', ['2,00', '4.472'], '12,000')
('SU002011кг', ['9,00', '50.407'], '47,401')
('SU002634кг', ['10,00', '54.320'], '50,920')
('SU002158кг', ['7,00', '39.355'], '36,835')
('SU002151кг', ['21,00', '117.981'], '110,127')

ООО ЛП Тс186705-25 15.09.2025 Антонов 3961кг.pdf ПРС +
('SU003665шт', ['50,00', '99.000'], '300,000')
('SU001485шт', ['20,00', '84.200'], '200,000')
('SU003313шт', ['59,00', '121.068'], '354,000')
('SU002814шт', ['59,00', '169.920'], '354,000')
('SU002825шт', ['59,00', '120.714'], '354,000')
('SU002834шт', ['50,00', '135.300'], '300,000')
('SU003336шт', ['59,00', '121.068'], '354,000')
('SU002367шт', ['64,00', '144.384'], '384,000')
('SU002618шт', ['67,00', '176.880'], '402,000')
('SU002621шт', ['59,00', '155.760'], '354,000')
('SU003274шт', ['30,00', '126.300'], '300,000')
